checking;duration;history;purpose;amount;employed;installp;marital;coapp;resident;property;age;other;housing;existcr;job;depends;telephon;foreign;savings;good_bad;Target
2;12;2;0;2002;4;3;3;1;4;2;30;3;1;1;3;2;2;1;1;good;0
1;24;1;2;6872;2;2;1;1;1;2;55;1;2;1;3;1;2;1;1;bad;1
1;12;1;0;697;2;4;3;1;2;3;46;1;2;2;3;1;2;1;1;bad;1
1;18;4;2;1049;2;4;2;1;4;2;21;3;1;1;3;1;1;1;1;good;0
1;48;2;1;10297;4;4;3;1;4;4;39;2;3;3;3;2;2;1;1;bad;1
4;30;2;3;1867;5;4;3;1;4;3;58;3;2;1;3;1;2;1;5;good;0
1;12;3;0;1344;3;4;3;1;2;1;43;3;2;2;2;2;1;1;1;good;0
1;24;2;2;1747;2;4;3;2;1;2;24;3;2;1;2;1;1;2;1;good;0
2;9;2;3;1670;2;4;2;1;2;3;22;3;2;1;3;1;2;1;1;bad;1
4;9;4;0;1224;3;3;3;1;1;1;30;3;2;2;3;1;1;1;1;good;0
4;12;4;3;522;5;4;3;1;4;2;42;3;2;2;3;2;2;1;3;good;0
1;12;2;3;1498;3;4;2;1;1;3;23;1;2;1;3;1;1;1;1;good;0
2;30;3;3;1919;2;4;3;1;3;4;30;2;2;2;4;1;1;1;2;bad;1
3;9;2;3;745;3;3;2;1;2;1;28;3;2;1;2;1;1;1;1;bad;1
2;6;2;3;2063;2;4;4;1;3;3;30;3;1;1;4;1;2;1;1;good;0
2;60;2;6;6288;3;4;3;1;4;4;42;3;3;1;3;1;1;1;1;bad;1
4;24;4;1;6842;3;2;3;1;4;2;46;3;2;2;4;2;2;1;5;good;0
4;12;2;0;3527;2;2;3;1;3;2;45;3;2;1;4;2;2;1;5;good;0
4;10;2;0;1546;3;3;3;1;2;1;31;3;2;1;2;2;1;2;1;good;0
4;24;2;2;929;4;4;3;1;2;3;31;2;2;1;3;1;2;1;5;good;0
4;4;4;0;1455;4;2;3;1;1;1;42;3;2;3;2;2;1;1;1;good;0
1;15;2;2;1845;2;4;2;3;1;2;46;3;1;1;3;1;1;1;1;good;0
2;48;0;0;8358;2;1;2;1;1;3;30;3;2;2;3;1;1;1;3;good;0
1;24;1;2;3349;2;4;3;1;4;4;30;3;3;1;3;2;2;1;3;bad;1
4;12;2;0;2859;1;4;3;1;4;4;38;3;2;1;4;1;2;1;5;good;0
4;18;2;2;1533;2;4;4;2;1;2;43;3;2;1;2;2;1;1;1;bad;1
4;24;2;3;3621;5;2;3;1;4;3;31;3;2;2;3;1;1;1;2;bad;1
2;18;4;9;3590;1;3;4;1;3;3;40;3;2;3;1;2;2;1;1;good;0
1;36;3;9;2145;4;2;3;1;1;3;24;3;2;2;3;1;2;1;1;bad;1
2;24;2;1;4113;2;3;2;1;4;3;28;3;1;1;3;1;1;1;3;bad;1
4;36;2;2;10974;1;4;2;1;2;3;26;3;2;2;4;1;2;1;1;bad;1
1;12;2;0;1893;3;4;2;3;4;2;29;3;2;1;3;1;2;1;1;good;0
1;24;4;3;1231;5;4;2;1;4;2;57;3;1;2;4;1;2;1;4;good;0
3;30;4;3;3656;5;4;3;1;4;2;49;2;2;2;2;1;1;1;5;good;0
2;9;4;3;1154;5;2;3;1;4;1;37;3;2;3;2;1;1;1;1;good;0
1;28;2;0;4006;3;3;3;1;2;3;45;3;2;1;2;1;1;1;1;bad;1
2;24;2;2;3069;5;4;3;1;4;4;30;3;3;1;3;1;1;1;2;good;0
4;6;4;3;1740;5;2;4;1;2;1;30;3;1;2;3;1;1;1;1;good;0
2;21;3;0;2353;3;1;1;1;4;2;47;3;2;2;3;1;1;1;1;good;0
4;15;2;0;3556;3;3;3;1;2;4;29;3;2;1;3;1;1;1;5;good;0
4;24;2;3;2397;5;3;3;1;2;3;35;1;2;2;3;1;2;1;3;bad;1
2;6;2;5;454;2;3;4;1;1;2;22;3;2;1;2;1;1;1;1;good;0
2;30;2;3;1715;3;4;2;1;1;3;26;3;2;1;3;1;1;1;5;good;0
2;27;4;3;2520;3;4;3;1;2;2;23;3;2;2;2;1;1;1;3;bad;1
4;15;2;3;3568;5;4;2;1;2;3;54;1;1;1;4;1;2;1;1;good;0
4;42;2;3;7166;4;2;4;1;4;2;29;3;1;1;3;1;2;1;5;good;0
1;11;4;0;3939;3;1;3;1;2;1;40;3;2;2;2;2;1;1;1;good;0
2;15;2;5;1514;3;4;3;3;2;1;22;3;2;1;3;1;1;1;2;good;0
4;24;2;0;7393;3;1;3;1;4;2;43;3;2;1;2;2;1;1;1;good;0
1;24;1;0;1193;1;1;2;2;4;4;29;3;1;2;1;1;1;1;1;bad;1
1;60;2;9;7297;5;4;3;2;4;4;36;3;1;1;3;1;1;1;1;bad;1
4;30;4;3;2831;3;4;2;1;2;3;33;3;2;1;3;1;2;1;1;good;0
3;24;2;3;1258;3;3;2;1;3;3;57;3;2;1;2;1;1;1;3;good;0
2;6;2;3;753;3;2;2;3;3;1;64;3;2;1;3;1;1;1;1;good;0
2;18;3;9;2427;5;4;3;1;2;2;42;3;2;2;3;1;1;1;5;good;0
4;24;3;0;2538;5;4;3;1;4;3;47;3;2;2;2;2;1;1;1;bad;1
2;15;1;0;1264;3;2;4;1;2;2;25;3;1;1;3;1;1;1;2;bad;1
2;30;4;2;8386;4;2;3;1;2;2;49;3;2;1;3;1;1;1;1;bad;1
4;48;2;9;4844;1;3;3;1;2;3;33;1;1;1;4;1;2;1;1;bad;1
3;21;2;0;2923;3;1;2;1;1;3;28;1;2;1;4;1;2;1;2;good;0
1;36;2;1;8229;3;2;3;1;2;2;26;3;2;1;3;2;1;1;1;bad;1
4;24;4;2;2028;4;2;3;1;2;2;30;3;2;2;2;1;1;1;1;good;0
1;15;4;2;1433;3;4;2;1;3;2;25;3;1;2;3;1;1;1;1;good;0
3;42;0;9;6289;2;2;1;1;1;2;33;3;2;2;3;1;1;1;1;good;0
4;13;2;3;1409;1;2;2;1;4;1;64;3;2;1;3;1;1;1;2;good;0
1;24;2;1;6579;1;4;3;1;2;4;29;3;3;1;4;1;2;1;1;good;0
2;24;4;3;1743;5;4;3;1;2;2;48;3;2;2;2;1;1;1;1;good;0
4;12;4;6;3565;2;2;3;1;1;2;37;3;2;2;2;2;1;1;5;good;0
4;15;1;3;1569;5;4;3;1;4;3;34;1;2;1;2;2;1;1;2;good;0
1;18;2;3;1936;4;2;4;1;4;3;23;3;1;2;2;1;1;1;5;good;0
1;36;2;2;3959;1;4;3;1;3;2;30;3;2;1;4;1;2;1;1;good;0
4;12;2;0;2390;5;4;3;1;3;3;50;3;2;1;3;1;2;1;5;good;0
4;12;2;2;1736;4;3;2;1;4;1;31;3;2;1;2;1;1;1;1;good;0
1;30;2;1;3857;3;4;1;1;4;2;40;3;2;1;4;1;2;1;1;good;0
4;12;2;3;804;5;4;3;1;4;3;38;3;2;1;3;1;1;1;1;good;0
1;45;2;3;1845;3;4;3;1;4;4;23;3;3;1;3;1;2;1;1;bad;1
2;45;4;1;4576;1;3;3;1;4;3;27;3;2;1;3;1;1;1;2;good;0
